20000 200000
1956 9215 0
25 2425 0
6334 387 0
8857 18157 0
18942 6495 0
1230 7900 0
1437 12565 0
4491 3623 0
17885 2080 0
17448 5008 0
10090 4073 0
2614 4245 0
2140 8209 0
1437 9038 0
14688 5977 0
6702 12612 0
9678 1274 0
18296 12743 0
889 1995 0
8477 6418 0
3597 6683 0
1909 19280 0
10500 18663 0
3736 1908 0
8542 13753 0
19615 8648 0
13865 4952 0
5070 4565 0
17420 9477 0
6166 16855 0
17581 235 0
167 9454 0
10155 15295 0
5130 3366 0
8983 14163 0
12304 9680 0
12143 5186 0
9920 16272 0
3980 12267 0
1397 3418 0
7049 14825 0
817 4904 0
3820 18533 0
5460 18800 0
10100 10495 0
9955 8386 0
10099 18020 0
1686 12547 0
5626 15420 0
2373 10268 0
19440 18378 0
3366 19915 0
10464 10037 0
11623 4567 0
10714 6734 0
6400 2265 0
13317 8308 0
10339 19952 0
15167 8068 0
8895 2602 0
3617 14836 0
2247 6040 0
16930 14984 0
2140 8890 0
5026 6566 0
19382 627 0
5023 7513 0
13536 7049 0
3628 11573 0
18613 9052 0
11780 19210 0
2891 12102 0
15317 676 0
14109 18942 0
17831 5023 0
17320 15082 0
19801 11569 0
13540 492 0
2875 17804 0
18369 15674 0
3015 16857 0
19594 3733 0
5112 1908 0
8758 1230 0
8386 11040 0
12120 5186 0
2573 13580 0
2433 4739 0
3034 10339 0
4012 4085 0
18910 16151 0
12088 14142 0
6334 1750 0
17831 11206 0
8765 4840 0
6562 3028 0
19828 18761 0
19217 6726 0
17144 3020 0
15266 2169 0
492 13600 0
9190 11380 0
5387 6702 0
13524 15098 0
3202 8003 0
4185 1220 0
4558 15220 0
18580 2425 0
12041 5597 0
14755 13759 0
7516 676 0
18863 19594 0
2355 11312 0
19609 4012 0
18758 9383 0
15961 5482 0
15639 9004 0
18453 13197 0
6166 10090 0
10500 13420 0
5597 6556 0
6562 1750 0
3910 1269 0
5238 6212 0
3545 9306 0
8477 10549 0
17669 9520 0
16272 14900 0
18910 939 0
15717 10339 0
18800 19440 0
18404 19469 0
16846 4386 0
6710 2425 0
16248 2951 0
772 10959 0
7022 16407 0
18020 13669 0
5736 8068 0
5540 9722 0
16846 18369 0
2573 11222 0
12267 7758 0
7600 17740 0
6621 3628 0
18942 1376 0
1376 9560 0
3300 16431 0
11415 7088 0
2619 19582 0
11582 628 0
13153 11171 0
206 18099 0
3020 15623 0
19915 15295 0
14281 11613 0
4767 14468 0
9935 12467 0
6334 11337 0
9180 2875 0
4480 18091 0
13430 73 0
11926 17379 0
11695 6166 0
1995 2573 0
5977 2097 0
18157 5405 0
13700 14620 0
12772 11500 0
15266 2623 0
7320 1132 0
6683 1551 0
9021 14145 0
3366 5798 0
2080 7185 0
2146 19452 0
6422 15736 0
14976 4482 0
10505 19469 0
929 8700 0
4430 3829 0
19354 1230 0
19153 6525 0
976 9920 0
1123 12267 0
19876 10400 0
17420 9038 0
9383 8648 0
7516 1003 0
12323 3971 0
4627 15530 0
4367 19300 0
6178 5440 0
344 6702 0
5247 18758 0
1909 17481 0
8003 8362 0
4480 7429 0
3618 12772 0
19440 18200 0
10577 4269 0
515 9722 0
3908 9306 0
13153 12702 0
11295 10500 0
14825 9835 0
840 10405 0
7749 8177 0
6003 16380 0
17568 73 0
13197 11415 0
2573 13187 0
19499 8500 0
13317 6987 0
9477 16847 0
15680 2169 0
7273 18378 0
15067 16777 0
16945 16979 0
10355 10517 0
2951 10638 0
11710 17237 0
14984 3072 0
19609 9004 0
19219 7304 0
19579 2158 0
5615 8958 0
3618 6683 0
9176 2183 0
7231 387 0
11780 15808 0
15167 15295 0
4012 15086 0
976 7749 0
8209 4565 0
13704 18157 0
19876 12784 0
10820 12420 0
15605 6028 0
280 9002 0
4600 17320 0
16979 4627 0
12467 17448 0
17300 7242 0
6920 1664 0
11040 16314 0
13160 4359 0
10099 3172 0
8890 11031 0
11700 10599 0
6620 12421 0
3172 14087 0
9068 15623 0
19598 14825 0
13420 13540 0
14051 14106 0
2672 929 0
7749 3908 0
17420 16407 0
10643 15196 0
11337 13073 0
18860 19100 0
10405 1397 0
817 2884 0
13515 11710 0
889 5380 0
7449 11569 0
14755 2796 0
4775 4785 0
5582 5817 0
19382 18658 0
16855 11700 0
13130 15232 0
1546 14095 0
10155 447 0
12786 2376 0
3628 8542 0
12760 19440 0
19210 6583 0
4284 889 0
13524 8227 0
14161 11600 0
4280 4386 0
16314 16855 0
13569 13491 0
16945 5340 0
3034 10079 0
1684 7185 0
13130 8353 0
9990 1456 0
8006 5940 0
5286 830 0
18656 14023 0
72 16945 0
19952 7415 0
4211 16930 0
2951 7900 0
7859 5347 0
14051 9038 0
18369 1010 0
3020 15220 0
5153 18414 0
3979 13100 0
6025 17036 0
3618 17820 0
5738 6220 0
5049 939 0
3733 8308 0
17157 17831 0
12797 72 0
9875 11261 0
4359 12467 0
9675 7959 0
15551 10577 0
4480 3195 0
13317 10355 0
7415 5036 0
18157 10500 0
17804 1664 0
10714 8480 0
10450 4767 0
17334 188 0
817 8765 0
11415 1003 0
5460 12647 0
10006 15808 0
4073 14976 0
6060 492 0
9021 1498 0
8890 1908 0
10099 3140 0
4482 11569 0
10339 18116 0
2891 11582 0
7340 11222 0
12547 13759 0
6418 4269 0
10546 4482 0
11731 16435 0
18200 10464 0
9658 6307 0
1193 17337 0
17029 9021 0
7550 14055 0
7260 9883 0
11956 15223 0
6846 18091 0
5530 13160 0
11964 15756 0
5112 19070 0
18940 17320 0
15849 130 0
9835 14163 0
6562 1704 0
15923 2884 0
16343 9649 0
15277 9100 0
5387 16118 0
387 3015 0
6166 4201 0
10155 5023 0
560 17142 0
6281 9002 0
18860 5008 0
4600 1003 0
19204 17858 0
13594 188 0
7760 14906 0
17216 2951 0
627 13569 0
6566 6400 0
13372 8327 0
5700 19080 0
13580 2769 0
1480 14281 0
16440 17029 0
13372 18667 0
6220 12797 0
18157 25 0
1193 11380 0
17780 4720 0
13046 12120 0
14303 4480 0
5088 9751 0
10155 1427 0
8648 7042 0
8000 5070 0
16930 10500 0
2146 2769 0
9239 1193 0
15274 11573 0
5049 1995 0
772 1397 0
17780 17420 0
3028 12978 0
1193 17142 0
5984 12242 0
2060 5058 0
13436 7676 0
7235 17170 0
6907 1437 0
15232 451 0
6926 5036 0
8227 10099 0
19579 7880 0
1647 17201 0
11588 15086 0
2420 13859 0
15196 19310 0
15984 9765 0
1482 6003 0
16314 13678 0
3736 9560 0
18942 19960 0
14023 13700 0
19035 16849 0
5023 10037 0
5530 8895 0
2744 16660 0
4360 14163 0
6132 3195 0
4489 680 0
3880 9836 0
5666 1995 0
7172 14087 0
6726 17144 0
1220 2376 0
15196 18161 0
12120 3015 0
10006 7516 0
19382 6132 0
6920 16096 0
492 8915 0
10546 4242 0
18580 3574 0
17803 756 0
3910 5815 0
8648 72 0
17702 13460 0
17858 130 0
6734 130 0
6866 13515 0
14780 4739 0
10820 7320 0
15520 3418 0
13461 5666 0
8708 17858 0
12421 3910 0
11946 10999 0
6896 7749 0
17334 1132 0
10450 1010 0
14231 14713 0
8890 3910 0
3418 13840 0
19153 15220 0
13187 17142 0
5190 1956 0
15192 13536 0
14780 18157 0
19615 1664 0
676 13420 0
14688 7760 0
1895 9463 0
5977 9875 0
10090 12786 0
19322 9516 0
1863 7758 0
10037 13100 0
7304 12772 0
4284 2080 0
9011 5940 0
17702 1664 0
1956 3195 0
12040 4923 0
5984 11260 0
13536 5984 0
5380 1326 0
17614 15605 0
6040 8000 0
15220 7880 0
15680 2602 0
7429 11656 0
17581 6866 0
60 3020 0
7273 7032 0
10638 1968 0
3733 18234 0
18398 19923 0
12796 1100 0
9180 13100 0
840 4489 0
7140 3513 0
7108 17508 0
8890 9002 0
9176 2265 0
4367 17331 0
12232 19615 0
1380 2640 0
19609 7900 0
9722 18804 0
10124 6726 0
17785 2659 0
13187 4245 0
18157 17669 0
10495 6967 0
9312 4904 0
1482 9176 0
3195 12635 0
11171 5840 0
7618 5815 0
3260 14880 0
19160 10612 0
8755 8328 0
9932 1860 0
9025 1387 0
17820 14906 0
12900 2002 0
12537 11261 0
17782 3120 0
7740 13700 0
2885 756 0
16930 12366 0
17740 6987 0
1492 9520 0
889 13073 0
14100 5815 0
13436 13864 0
11119 15605 0
17554 11380 0
1003 2614 0
16660 16723 0
14073 9751 0
18910 9658 0
1498 5507 0
3979 11440 0
17334 16945 0
13160 1863 0
3946 4367 0
13865 11600 0
13436 5460 0
8386 12270 0
13820 18805 0
12588 7270 0
6212 72 0
9751 7760 0
15523 18414 0
15551 10037 0
4767 19742 0
5434 3374 0
11731 4377 0
10464 8915 0
3979 7758 0
12786 12616 0
19615 4567 0
4739 2302 0
12900 10495 0
8915 19300 0
4284 1127 0
9002 13753 0
10405 6683 0
7523 11171 0
15923 17115 0
18667 15524 0
12040 4767 0
19452 12616 0
9434 19582 0
3591 10546 0
8915 19654 0
6583 9477 0
2853 4245 0
5507 12267 0
19452 7306 0
4430 12102 0
9158 9025 0
18510 17568 0
15167 11721 0
13520 5540 0
1427 2002 0
10698 6896 0
18528 14984 0
7660 12293 0
10739 5297 0
9312 17568 0
17568 18389 0
16295 14825 0
17804 17820 0
17029 9860 0
5153 17539 0
6334 7397 0
19047 13865 0
17150 10006 0
17318 18302 0
12467 19554 0
8853 14860 0
3924 7142 0
280 3195 0
9068 19960 0
5815 6987 0
13540 14566 0
13759 19354 0
9021 4180 0
6040 14468 0
19153 7516 0
13515 15223 0
15638 16810 0
12565 7415 0
19085 9306 0
18663 8857 0
3725 4904 0
6400 9883 0
12735 10124 0
18161 4494 0
19452 18040 0
8440 258 0
11926 17036 0
7060 18910 0
9154 6710 0
12784 7749 0
18251 12537 0
8895 16055 0
2751 12270 0
6702 9990 0
1010 4480 0
14688 13759 0
11956 17940 0
15551 6620 0
7550 2951 0
15777 18580 0
1686 18746 0
19714 11380 0
7060 17331 0
12267 11874 0
6716 4020 0
17334 15520 0
7172 15082 0
985 13700 0
4185 5615 0
7660 10546 0
17481 188 0
13153 15098 0
4785 14836 0
14880 9011 0
15530 6866 0
19160 19876 0
1010 11623 0
4480 6726 0
14342 6307 0
10400 6453 0
7140 11337 0
10616 18398 0
7523 16979 0
7705 17804 0
189 6166 0
9021 17150 0
14301 13073 0
16260 8203 0
18099 19915 0
976 3135 0
18800 5937 0
5708 6716 0
13820 12772 0
8080 9267 0
5434 6495 0
3979 13220 0
8708 10638 0
4494 6045 0
18200 7360 0
5026 1492 0
2140 9100 0
15098 2146 0
7304 206 0
15346 12217 0
976 8000 0
10549 8765 0
8227 2885 0
8446 1848 0
6920 4904 0
1456 17448 0
16930 9267 0
5008 15266 0
11580 7720 0
3195 1220 0
12822 11964 0
4482 3725 0
15277 2744 0
1193 6025 0
19923 13460 0
16260 3880 0
5720 11964 0
5738 5815 0
17170 19875 0
11040 17964 0
4491 14984 0
3725 18453 0
16313 13225 0
189 11700 0
4012 8386 0
6212 9836 0
4430 7185 0
16014 8691 0
5738 16314 0
7088 652 0
10599 16334 0
18302 1546 0
16151 8969 0
2602 19876 0
5340 19153 0
7260 1012 0
17144 1972 0
1376 3135 0
1863 15551 0
6750 17740 0
17964 9516 0
134 11261 0
17508 1427 0
19035 13461 0
7735 10037 0
167 3257 0
19322 17177 0
6453 8969 0
18656 2951 0
9454 7744 0
3908 9468 0
16945 6132 0
13753 4085 0
15717 19204 0
18940 17804 0
15192 16179 0
2614 6422 0
8900 11500 0
17142 17318 0
9454 16248 0
11956 18389 0
11119 10155 0
17276 9190 0
12529 5815 0
5340 13753 0
13669 9798 0
17885 18910 0
5666 9935 0
2662 11613 0
17820 2355 0
14100 11480 0
9434 12786 0
13820 344 0
7749 11600 0
11312 11550 0
12041 6562 0
3513 935 0
15736 10599 0
1387 7190 0
16431 15961 0
19920 12786 0
3979 13569 0
7140 12467 0
10999 17614 0
5347 9843 0
17782 10739 0
15232 3545 0
2751 18910 0
6683 2885 0
18099 176 0
13520 7304 0
15680 4252 0
17170 6334 0
16930 6400 0
18020 9843 0
9678 12232 0
2680 10090 0
8915 16979 0
9955 14566 0
18613 17740 0
3374 10355 0
8006 19233 0
19885 6880 0
15961 11623 0
3015 5393 0
19219 2355 0
19579 16431 0
1380 17142 0
9860 14669 0
3140 17628 0
1704 15674 0
9454 3195 0
9215 2619 0
14090 16248 0
8209 3623 0
6734 17780 0
6472 10495 0
19300 18020 0
14860 9680 0
13840 7088 0
9468 11441 0
6566 11695 0
11522 6846 0
7720 5937 0
14780 11588 0
11588 14976 0
7022 7449 0
19440 14468 0
5937 6597 0
2662 16014 0
18157 14780 0
7585 12978 0
7760 7516 0
6710 817 0
16576 7880 0
4498 3418 0
60 11171 0
4386 16435 0
19560 9002 0
3880 13840 0
889 9025 0
14106 4386 0
6334 889 0
2875 9860 0
19554 4073 0
19654 10456 0
2885 2137 0
17785 14406 0
12959 11415 0
17119 3260 0
19650 10495 0
15736 13520 0
9678 19876 0
16407 10339 0
1437 13655 0
10405 17968 0
16435 18116 0
9990 16945 0
13678 17318 0
15524 15391 0
16394 4480 0
2662 13678 0
4494 12420 0
3257 3615 0
12470 11522 0
111 17858 0
6757 13524 0
9215 4020 0
1686 15274 0
13387 18761 0
2951 15923 0
19598 2040 0
13420 3628 0
11206 6525 0
11911 14087 0
9402 4489 0
12232 6970 0
11600 1269 0
19080 17858 0
4491 1860 0
18296 1397 0
1664 8316 0
13520 12612 0
2659 3034 0
12217 7705 0
12273 18613 0
4785 10495 0
13536 19402 0
15551 13153 0
4491 19153 0
6880 19070 0
19579 19801 0
5798 16576 0
4627 15057 0
6970 7329 0
13669 11578 0
12959 1498 0
6960 8958 0
2425 2769 0
876 17628 0
5597 4269 0
3615 2247 0
5380 12088 0
4419 16945 0
11573 15095 0
1397 8691 0
4321 4489 0
3946 7172 0
10643 6967 0
13020 3946 0
2433 8328 0
12323 13091 0
17337 12293 0
15277 2951 0
5937 13160 0
12160 16930 0
18758 8691 0
15196 16407 0
1583 14023 0
16394 13700 0
16855 6734 0
1123 14755 0
18398 5711 0
16118 7185 0
130 17508 0
3120 18568 0
5247 8857 0
14109 8440 0
2140 9649 0
17628 13046 0
3020 3366 0
11895 16295 0
9215 4022 0
9402 7415 0
3597 560 0
1480 8353 0
17216 13616 0
17331 206 0
1100 12143 0
5482 15849 0
10638 18942 0
19446 515 0
3366 756 0
5937 16394 0
19650 9835 0
8700 5977 0
11600 6380 0
19714 2659 0
17804 19615 0
2623 15192 0
2672 18656 0
5152 2080 0
564 13859 0
3135 14906 0
13436 6583 0
5984 5631 0
11672 4494 0
17968 9454 0
10643 7306 0
19598 1574 0
976 8253 0
1909 18746 0
1447 16055 0
10450 12635 0
12702 3840 0
13091 6040 0
19310 10500 0
2425 10912 0
3120 3880 0
11656 15391 0
13864 14161 0
10020 10339 0
13704 11964 0
19876 3230 0
12797 19047 0
13020 19909 0
17412 16343 0
13091 2884 0
2751 14342 0
9267 12902 0
976 9578 0
5736 3725 0
14688 13461 0
11874 9100 0
19100 16480 0
5247 3300 0
9267 9860 0
11522 17276 0
10534 1908 0
7705 9875 0
5680 4775 0
12529 13865 0
11260 1274 0
19047 19446 0
15923 6566 0
17957 13594 0
772 19100 0
1848 11656 0
16407 4775 0
1010 18414 0
2146 6400 0
6380 14688 0
16847 13121 0
10100 9516 0
16849 8765 0
3736 7042 0
7142 935 0
6967 6422 0
7880 14825 0
19875 9658 0
5387 8638 0
14836 18040 0
1517 9158 0
8895 7108 0
9860 12293 0
73 1686 0
17334 344 0
73 9520 0
1517 6597 0
2146 11956 0
19354 13669 0
1551 6967 0
15391 17029 0
13333 312 0
167 11295 0
10038 6907 0
3628 6380 0
1517 2661 0
11623 5112 0
11172 4480 0
5582 8638 0
905 3257 0
19354 9025 0
1067 2662 0
17331 19923 0
19280 17144 0
16334 14100 0
15263 18414 0
12200 1123 0
15391 18942 0
14620 19582 0
560 10037 0
19260 5815 0
16955 5736 0
7032 1067 0
2951 7660 0
6987 9477 0
9680 10780 0
15923 18800 0
17201 2183 0
10999 6281 0
9520 16770 0
12647 5088 0
19322 2884 0
11060 10495 0
1647 17420 0
10912 12366 0
15420 1274 0
176 12040 0
5153 13020 0
2891 7675 0
16770 4306 0
1895 312 0
628 15680 0
2885 4952 0
18656 3366 0
14087 11172 0
18116 14620 0
18726 11312 0
8068 10038 0
772 11031 0
10400 12537 0
1908 10730 0
18533 16849 0
8900 19402 0
11380 14468 0
11882 4211 0
4085 7042 0
8691 17379 0
7397 2060 0
18302 17157 0
4480 6453 0
19598 10583 0
5049 17508 0
19280 13020 0
6926 5666 0
18020 7231 0
6002 18510 0
14163 3618 0
167 14976 0
5008 7705 0
14342 5530 0
10643 12702 0
18116 18656 0
12088 5036 0
12902 12900 0
8648 15961 0
13536 5112 0
6472 12320 0
6683 4627 0
13594 3020 0
15095 15820 0
3910 11337 0
17581 15095 0
19915 9454 0
16272 3202 0
10780 1437 0
18201 11882 0
1427 15524 0
19047 11171 0
5058 2840 0
8648 7035 0
16272 14226 0
1447 17508 0
14087 12612 0
11882 7744 0
13647 2623 0
8327 16096 0
10820 5153 0
13759 17320 0
12323 6562 0
11780 18980 0
5984 13073 0
1684 10450 0
4185 1995 0
5297 9434 0
13130 16809 0
11380 4904 0
11441 1995 0
18533 2769 0
1551 8500 0
6525 19598 0
6583 15266 0
985 1546 0
13908 17622 0
1193 7740 0
2672 2659 0
3300 13387 0
10456 258 0
16118 5736 0
5990 10577 0
6880 1010 0
6926 16810 0
7449 10643 0
2711 1012 0
8446 16857 0
12702 1220 0
18726 7172 0
5482 18613 0
11092 16867 0
16314 935 0
19742 9158 0
10464 14106 0
8895 6212 0
11710 7660 0
19582 9190 0
16179 19035 0
15202 19402 0
9680 15317 0
5247 5460 0
9780 14303 0
6003 6987 0
5152 16248 0
1274 16847 0
16394 13580 0
5984 515 0
18980 10643 0
10739 19233 0
10912 7550 0
10959 18453 0
10099 16660 0
10999 12537 0
8900 10820 0
3763 11721 0
11695 18296 0
12041 12547 0
8765 1482 0
10912 14226 0
3366 15849 0
18528 3733 0
5238 4367 0
6003 19923 0
14820 7320 0
5026 18860 0
10612 16857 0
8500 2769 0
12270 16014 0
9658 15961 0
13594 3617 0
13020 8895 0
13600 9649 0
7676 12959 0
2573 7449 0
7720 8209 0
10780 8362 0
4840 19828 0
840 11337 0
889 13864 0
15625 2158 0
16394 19354 0
4020 11895 0
12323 5460 0
13461 5631 0
17957 12320 0
8227 9434 0
676 6020 0
17628 17481 0
15266 7140 0
11895 19804 0
7035 2659 0
12217 3374 0
18091 17142 0
12529 12797 0
10912 2885 0
15717 10739 0
11623 9798 0
1220 11731 0
3574 19923 0
16431 9215 0
13594 19885 0
13700 18860 0
13387 11672 0
19654 16930 0
4087 13859 0
5666 13091 0
15605 1456 0
11465 12270 0
7660 1972 0
17237 12529 0
543 13732 0
5626 15638 0
19300 6621 0
344 14688 0
5990 7329 0
16867 5393 0
1684 14020 0
8480 15680 0
167 3725 0
9068 17568 0
17201 9712 0
16151 7870 0
18800 10820 0
17568 4280 0
18533 3143 0
16295 10405 0
14825 7142 0
18200 11260 0
3374 17964 0
7744 8638 0
17554 12083 0
17780 19217 0
10500 10638 0
3574 12702 0
6620 6418 0
9011 11260 0
5400 5482 0
3829 19428 0
7088 8983 0
1152 2137 0
11031 5937 0
134 7513 0
12568 5990 0
2376 15098 0
14468 17581 0
4264 8958 0
16955 8500 0
4252 10612 0
9675 15082 0
5631 8969 0
5815 1903 0
13461 1397 0
13491 1397 0
1956 9932 0
7675 12102 0
15232 16480 0
2875 13524 0
7959 5088 0
19560 2493 0
2661 5736 0
4269 8227 0
4840 1012 0
10089 10616 0
14073 189 0
16440 11172 0
14880 1132 0
8758 6003 0
4201 258 0
17614 11623 0
16867 17740 0
3143 14142 0
1546 3028 0
206 5247 0
7431 9860 0
6702 6907 0
19354 13430 0
14231 6568 0
6702 18302 0
19280 17201 0
12320 8227 0
16118 17981 0
5680 7807 0
5940 10037 0
9239 5088 0
7042 12547 0
2137 12616 0
1205 830 0
2040 14226 0
1863 4367 0
18758 1551 0
12232 14836 0
11956 15356 0
4430 176 0
2623 280 0
2433 3020 0
15639 17115 0
772 11031 0
7429 12421 0
6418 6334 0
3597 3020 0
3733 10912 0
8477 2602 0
676 13704 0
3574 9312 0
14087 3615 0
6525 7035 0
1437 11580 0
11946 15756 0
4085 889 0
17320 2373 0
206 1903 0
9100 18398 0
11672 17964 0
7185 4489 0
11172 5299 0
19354 15391 0
14023 5666 0
564 11623 0
2573 15808 0
1123 15391 0
17820 5680 0
1895 8542 0
19085 11578 0
10049 11200 0
17276 7270 0
17669 14090 0
19085 12467 0
19923 7142 0
10583 17029 0
17628 16272 0
14106 18656 0
17318 8542 0
9751 9675 0
6220 13864 0
3979 12420 0
4280 8638 0
5530 9955 0
939 5720 0
11540 11695 0
13569 10534 0
206 11480 0
15736 1647 0
7060 1956 0
2796 18157 0
15524 6970 0
13759 9477 0
12902 8890 0
6620 6987 0
16770 5190 0
16847 5460 0
16096 3574 0
3908 15625 0
19085 5530 0
15214 18533 0
5720 8700 0
9434 7513 0
19047 13520 0
9468 5680 0
2889 189 0
17858 5440 0
6002 2875 0
19915 13430 0
15849 13647 0
4785 13187 0
206 17177 0
4565 1106 0
5655 16014 0
19923 2493 0
7760 5655 0
18161 6621 0
12647 5711 0
12616 17508 0
12959 14976 0
10494 2968 0
6757 492 0
628 19047 0
19035 12160 0
1317 3623 0
11573 985 0
167 8000 0
17412 929 0
11040 8755 0
3300 13524 0
7340 13436 0
7304 4627 0
2744 1909 0
344 1546 0
5817 16810 0
13594 4012 0
939 7190 0
11465 5023 0
3374 2769 0
18656 8253 0
6132 3840 0
13333 17320 0
8006 2884 0
5984 14836 0
2376 4359 0
18980 16179 0
2619 10155 0
6178 6422 0
1895 492 0
16055 11550 0
15346 18200 0
7585 7270 0
8765 4720 0
72 5070 0
7449 17858 0
11710 15577 0
830 4180 0
7720 14755 0
19952 12304 0
7744 9025 0
1427 16855 0
9658 408 0
1968 1848 0
344 16248 0
14976 1486 0
7720 3615 0
13130 6896 0
7273 19554 0
840 15277 0
10355 6987 0
10495 7320 0
8895 19204 0
2640 7600 0
13461 13240 0
15266 5798 0
10339 17185 0
7870 4264 0
876 12760 0
6896 10450 0
18404 10616 0
10616 15808 0
2659 19801 0
10739 13908 0
11312 5393 0
15167 176 0
5387 1863 0
14780 10494 0
6400 5711 0
6281 280 0
19085 10505 0
627 5626 0
4430 16440 0
15638 12565 0
12784 6418 0
12529 8327 0
10456 6866 0
13317 14145 0
17318 8080 0
1106 2889 0
19582 13678 0
11380 4020 0
8648 11465 0
18910 1664 0
18020 2662 0
5680 2672 0
4489 17142 0
1486 12547 0
8542 16770 0
2751 17237 0
2573 8890 0
10714 7304 0
3300 18860 0
188 1551 0
3946 10020 0
13569 14095 0
1968 451 0
2853 4720 0
11040 18378 0
17622 11588 0
4252 3617 0
3202 11119 0
5026 9875 0
9012 17150 0
3618 14100 0
5130 16272 0
11946 15192 0
976 9578 0
3617 3300 0
6757 17669 0
628 676 0
9680 4377 0
5482 19204 0
14620 3623 0
14566 19153 0
10643 7449 0
2889 5088 0
16857 19127 0
13225 1437 0
4840 1498 0
2680 5984 0
5190 3028 0
7675 17481 0
17216 19499 0
16770 8958 0
2002 9835 0
6380 1456 0
5299 3143 0
2080 3908 0
3908 16867 0
5152 6583 0
7235 6418 0
3072 72 0
8177 7049 0
7660 6418 0
11895 2884 0
9315 6960 0
6726 13655 0
15638 12146 0
12420 13100 0
130 10006 0
5798 9920 0
3020 1010 0
6880 10999 0
7270 5736 0
5817 16407 0
11200 12547 0
7735 9920 0
19382 10505 0
2137 72 0
3763 13240 0
10616 2573 0
8542 13491 0
6866 6926 0
19260 19382 0
19923 17331 0
2247 8857 0
19582 17320 0
17622 6556 0
17964 8638 0
1123 15524 0
6891 9547 0
4280 2146 0
13187 16440 0
3733 2573 0
1498 8328 0
3715 9875 0
17119 4498 0
7516 6926 0
1972 12160 0
772 10079 0
9068 1306 0
6716 676 0
15346 9649 0
10739 14825 0
15223 19860 0
10517 13669 0
6880 4143 0
10495 19035 0
13700 9542 0
17185 19382 0
10268 15530 0
11582 12902 0
14780 3230 0
15391 2169 0
14342 5152 0
13859 1995 0
73 7900 0
1498 12102 0
18568 889 0
9463 3618 0
10643 11031 0
11731 12102 0
6002 11312 0
16480 8890 0
9520 11672 0
14226 3120 0
15232 15551 0
14900 9680 0
15266 14023 0
8500 8857 0
4482 5460 0
16849 12547 0
2573 5380 0
8857 18099 0
12547 11582 0
6220 9052 0
17820 12467 0
18663 15086 0
1193 2158 0
16867 60 0
11672 19654 0
12041 18360 0
1647 13864 0
11522 2796 0
15756 5631 0
14274 3028 0
12902 12293 0
14163 9761 0
13520 11260 0
9068 11623 0
11956 10714 0
387 12612 0
3733 13197 0
12267 18663 0
10038 19160 0
3257 19801 0
3910 2158 0
280 6002 0
5507 6970 0
17508 4567 0
8000 12040 0
1100 17201 0
4306 3034 0
10090 6562 0
2602 19923 0
676 19204 0
9025 387 0
3715 111 0
19070 9678 0
9542 13460 0
12420 7449 0
17334 11031 0
11060 4269 0
10616 12273 0
16118 889 0
11522 16770 0
258 15232 0
18369 1100 0
6620 4360 0
13700 5088 0
18656 13100 0
13520 18116 0
4386 17855 0
19673 19598 0
1551 4269 0
3924 19654 0
15391 1750 0
9012 19260 0
12760 5152 0
5798 16260 0
3617 9312 0
19035 18389 0
19080 13704 0
6002 4600 0
3725 4359 0
19280 8386 0
10495 14095 0
5680 17780 0
15223 14087 0
2769 6132 0
10155 7660 0
4020 13753 0
13073 15391 0
8755 14620 0
17940 7431 0
7550 515 0
2884 2951 0
18533 12267 0
7859 17144 0
15082 5631 0
7231 12160 0
6472 15090 0
6025 18020 0
6556 12547 0
985 19260 0
5347 627 0
2376 16440 0
19885 2247 0
10698 2796 0
3257 235 0
17318 19280 0
11522 17119 0
4280 6025 0
134 2884 0
12104 8386 0
7870 1397 0
16314 12088 0
8648 5840 0
17337 8500 0
14713 16096 0
10730 17554 0
15820 12720 0
16930 5626 0
6880 10534 0
12120 3628 0
5023 7523 0
10583 17669 0
1456 4739 0
10577 11721 0
12160 19860 0
9011 167 0
2623 11656 0
9025 15717 0
12797 13759 0
17481 12270 0
18863 12735 0
8328 19909 0
5940 14090 0
17300 7720 0
14023 3615 0
13491 6060 0
11623 19322 0
5840 10612 0
17150 6220 0
9402 3979 0
17481 564 0
13153 10049 0
11946 19469 0
4022 11206 0
6025 7516 0
11337 12796 0
8446 12743 0
15266 8708 0
19035 12886 0
2376 5400 0
7108 2493 0
19714 6028 0
17276 11721 0
14976 9560 0
18296 10090 0
9100 14984 0
19047 17803 0
13864 7523 0
18360 12547 0
9990 5840 0
18758 817 0
11480 17885 0
10049 19615 0
19560 10739 0
16777 9516 0
4767 14880 0
6583 2889 0
12902 13864 0
18419 19875 0
9052 18510 0
12366 18568 0
7185 15346 0
14109 10400 0
3020 6757 0
2853 19127 0
1903 11582 0
1546 7304 0
2951 14100 0
13378 17554 0
13333 3172 0
18805 14825 0
4201 9560 0
4600 7108 0
889 19260 0
9011 4245 0
2891 10577 0
13840 14087 0
1289 4498 0
9722 11588 0
5700 2662 0
1480 13220 0
6621 19452 0
12040 9176 0
19080 17581 0
19322 17170 0
6683 7664 0
7740 7035 0
6620 14109 0
15638 11926 0
1486 4321 0
15524 18091 0
11380 1193 0
9516 13580 0
7600 6621 0
19609 8080 0
10599 10079 0
10643 4367 0
4430 1684 0
7705 6620 0
14984 5937 0
8000 3780 0
17785 9468 0
7231 5190 0
6568 19885 0
6880 7676 0
10090 19160 0
2493 7807 0
17412 7807 0
627 11956 0
3418 15082 0
